,camp,date,hour,city,coord,prop,unit,value
2008,air quality sensor measurement,2024/05/25,15,brest,"[4.49, 48.39]",NO2,µg/m3,0.44
2009,air quality sensor measurement,2024/05/30,6,brest,"[4.49, 48.39]",O3,µg/m3,3.8
2010,air quality sensor measurement,2024/05/31,22,marseille,"[5.37, 43.3]",NO2,µg/m3,2.56
2011,air quality sensor measurement,2024/05/26,15,toulouse,"[1.44, 43.6]",NO2,µg/m3,5.74
2012,air quality sensor measurement,2024/05/26,3,lille,"[3.06, 50.63]",NO2,µg/m3,8.94
2013,air quality sensor measurement,2024/05/25,5,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,5.7
2014,air quality sensor measurement,2024/06/01,9,toulouse,"[1.44, 43.6]",O3,µg/m3,0.83
2015,air quality sensor measurement,2024/05/28,5,lille,"[3.06, 50.63]",O3,µg/m3,8.67
2016,air quality sensor measurement,2024/05/28,14,marseille,"[5.37, 43.3]",PM10,µg/m3,2.47
2017,air quality sensor measurement,2024/06/02,2,marseille,"[5.37, 43.3]",PM2.5,µg/m3,5.27
2018,air quality sensor measurement,2024/05/25,4,toulouse,"[1.44, 43.6]",O3,µg/m3,0.15
2019,air quality sensor measurement,2024/05/31,1,strasbourg,"[7.75, 48.57]",O3,µg/m3,0.24
2020,air quality sensor measurement,2024/05/24,23,marseille,"[5.37, 43.3]",NO2,µg/m3,7.57
2021,air quality sensor measurement,2024/05/27,0,strasbourg,"[7.75, 48.57]",O3,µg/m3,3.28
2022,air quality sensor measurement,2024/06/02,11,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,0.61
2023,air quality sensor measurement,2024/06/02,17,toulouse,"[1.44, 43.6]",PM10,µg/m3,0.97
2024,air quality sensor measurement,2024/05/28,14,lille,"[3.06, 50.63]",NO2,µg/m3,8.08
2025,air quality sensor measurement,2024/05/29,6,strasbourg,"[7.75, 48.57]",NO2,µg/m3,3.36
2026,air quality sensor measurement,2024/06/02,14,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,1.05
2027,air quality sensor measurement,2024/05/29,14,strasbourg,"[7.75, 48.57]",O3,µg/m3,6.98
2028,air quality sensor measurement,2024/05/27,15,lille,"[3.06, 50.63]",PM2.5,µg/m3,4.36
2029,air quality sensor measurement,2024/06/02,2,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.5
2030,air quality sensor measurement,2024/06/02,10,toulouse,"[1.44, 43.6]",NO2,µg/m3,5.48
2031,air quality sensor measurement,2024/05/28,16,toulouse,"[1.44, 43.6]",CO,mg/m3,1.31
2032,air quality sensor measurement,2024/05/31,2,marseille,"[5.37, 43.3]",NO2,µg/m3,2.4
2033,air quality sensor measurement,2024/05/28,11,strasbourg,"[7.75, 48.57]",O3,µg/m3,9.91
2034,air quality sensor measurement,2024/05/31,20,brest,"[4.49, 48.39]",PM2.5,µg/m3,0.01
2035,air quality sensor measurement,2024/05/26,3,strasbourg,"[7.75, 48.57]",O3,µg/m3,2.46
2036,air quality sensor measurement,2024/05/28,23,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,5.1
2037,air quality sensor measurement,2024/06/02,1,brest,"[4.49, 48.39]",CO,mg/m3,5.86
2038,air quality sensor measurement,2024/05/29,5,toulouse,"[1.44, 43.6]",PM10,µg/m3,7.49
2039,air quality sensor measurement,2024/05/24,22,marseille,"[5.37, 43.3]",NO2,µg/m3,1.44
2040,air quality sensor measurement,2024/05/31,22,strasbourg,"[7.75, 48.57]",PM10,µg/m3,6.96
2041,air quality sensor measurement,2024/05/29,3,brest,"[4.49, 48.39]",NO2,µg/m3,5.63
2042,air quality sensor measurement,2024/05/26,19,strasbourg,"[7.75, 48.57]",CO,mg/m3,5.51
2043,air quality sensor measurement,2024/06/02,5,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,5.97
2044,air quality sensor measurement,2024/05/31,4,lille,"[3.06, 50.63]",PM10,µg/m3,8.88
2045,air quality sensor measurement,2024/05/27,18,marseille,"[5.37, 43.3]",O3,µg/m3,3.22
2046,air quality sensor measurement,2024/06/01,5,brest,"[4.49, 48.39]",NO2,µg/m3,0.02
2047,air quality sensor measurement,2024/05/30,1,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,8.87
2048,air quality sensor measurement,2024/05/28,15,marseille,"[5.37, 43.3]",NO2,µg/m3,1.58
2049,air quality sensor measurement,2024/05/31,10,lille,"[3.06, 50.63]",NO2,µg/m3,4.57
2050,air quality sensor measurement,2024/05/28,9,strasbourg,"[7.75, 48.57]",CO,mg/m3,7.26
2051,air quality sensor measurement,2024/05/29,4,brest,"[4.49, 48.39]",PM10,µg/m3,4.36
2052,air quality sensor measurement,2024/05/30,14,strasbourg,"[7.75, 48.57]",CO,mg/m3,0.69
2053,air quality sensor measurement,2024/06/01,1,brest,"[4.49, 48.39]",PM2.5,µg/m3,2.34
2054,air quality sensor measurement,2024/06/02,10,toulouse,"[1.44, 43.6]",PM10,µg/m3,3.66
2055,air quality sensor measurement,2024/05/30,11,strasbourg,"[7.75, 48.57]",CO,mg/m3,0.06
2056,air quality sensor measurement,2024/05/27,21,lille,"[3.06, 50.63]",O3,µg/m3,9.18
2057,air quality sensor measurement,2024/06/01,17,brest,"[4.49, 48.39]",PM10,µg/m3,0.86
2058,air quality sensor measurement,2024/05/26,4,marseille,"[5.37, 43.3]",PM10,µg/m3,2.05
2059,air quality sensor measurement,2024/05/29,18,brest,"[4.49, 48.39]",CO,mg/m3,7.01
2060,air quality sensor measurement,2024/05/30,19,brest,"[4.49, 48.39]",PM2.5,µg/m3,6.73
2061,air quality sensor measurement,2024/05/25,23,brest,"[4.49, 48.39]",PM10,µg/m3,2.54
2062,air quality sensor measurement,2024/05/26,9,brest,"[4.49, 48.39]",NO2,µg/m3,0.78
2063,air quality sensor measurement,2024/05/30,19,brest,"[4.49, 48.39]",CO,mg/m3,5.38
2064,air quality sensor measurement,2024/05/25,17,marseille,"[5.37, 43.3]",PM2.5,µg/m3,6.72
2065,air quality sensor measurement,2024/05/24,0,lille,"[3.06, 50.63]",PM10,µg/m3,6.21
2066,air quality sensor measurement,2024/05/28,9,lille,"[3.06, 50.63]",PM10,µg/m3,5.73
2067,air quality sensor measurement,2024/06/01,15,toulouse,"[1.44, 43.6]",O3,µg/m3,4.0
2068,air quality sensor measurement,2024/05/31,19,marseille,"[5.37, 43.3]",CO,mg/m3,2.78
2069,air quality sensor measurement,2024/06/02,18,marseille,"[5.37, 43.3]",CO,mg/m3,0.2
2070,air quality sensor measurement,2024/05/24,15,marseille,"[5.37, 43.3]",CO,mg/m3,7.87
2071,air quality sensor measurement,2024/05/25,23,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,7.03
2072,air quality sensor measurement,2024/05/26,21,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.72
2073,air quality sensor measurement,2024/05/24,17,toulouse,"[1.44, 43.6]",CO,mg/m3,0.36
2074,air quality sensor measurement,2024/05/24,6,brest,"[4.49, 48.39]",O3,µg/m3,7.87
2075,air quality sensor measurement,2024/06/02,6,brest,"[4.49, 48.39]",O3,µg/m3,0.57
2076,air quality sensor measurement,2024/05/28,21,toulouse,"[1.44, 43.6]",PM10,µg/m3,2.91
2077,air quality sensor measurement,2024/06/02,16,brest,"[4.49, 48.39]",NO2,µg/m3,3.84
2078,air quality sensor measurement,2024/05/31,8,toulouse,"[1.44, 43.6]",CO,mg/m3,6.7
2079,air quality sensor measurement,2024/05/24,14,marseille,"[5.37, 43.3]",CO,mg/m3,7.08
2080,air quality sensor measurement,2024/06/01,22,lille,"[3.06, 50.63]",O3,µg/m3,5.91
2081,air quality sensor measurement,2024/05/31,21,brest,"[4.49, 48.39]",PM10,µg/m3,2.97
2082,air quality sensor measurement,2024/05/26,12,toulouse,"[1.44, 43.6]",PM10,µg/m3,0.93
2083,air quality sensor measurement,2024/05/31,5,brest,"[4.49, 48.39]",NO2,µg/m3,0.61
2084,air quality sensor measurement,2024/05/26,3,toulouse,"[1.44, 43.6]",PM10,µg/m3,5.78
2085,air quality sensor measurement,2024/06/01,8,marseille,"[5.37, 43.3]",NO2,µg/m3,3.44
2086,air quality sensor measurement,2024/05/29,18,lille,"[3.06, 50.63]",O3,µg/m3,1.88
2087,air quality sensor measurement,2024/05/26,0,strasbourg,"[7.75, 48.57]",CO,mg/m3,5.64
2088,air quality sensor measurement,2024/06/02,14,marseille,"[5.37, 43.3]",PM10,µg/m3,4.01
2089,air quality sensor measurement,2024/06/02,18,marseille,"[5.37, 43.3]",NO2,µg/m3,5.12
2090,air quality sensor measurement,2024/05/26,0,toulouse,"[1.44, 43.6]",O3,µg/m3,4.55
2091,air quality sensor measurement,2024/05/29,23,brest,"[4.49, 48.39]",PM2.5,µg/m3,0.61
2092,air quality sensor measurement,2024/05/28,0,marseille,"[5.37, 43.3]",O3,µg/m3,5.06
2093,air quality sensor measurement,2024/05/27,12,toulouse,"[1.44, 43.6]",CO,mg/m3,5.53
2094,air quality sensor measurement,2024/06/02,0,lille,"[3.06, 50.63]",O3,µg/m3,7.57
2095,air quality sensor measurement,2024/05/29,0,toulouse,"[1.44, 43.6]",PM10,µg/m3,1.35
2096,air quality sensor measurement,2024/05/29,7,strasbourg,"[7.75, 48.57]",CO,mg/m3,8.18
2097,air quality sensor measurement,2024/05/29,0,marseille,"[5.37, 43.3]",PM10,µg/m3,4.1
2098,air quality sensor measurement,2024/05/31,3,lille,"[3.06, 50.63]",PM2.5,µg/m3,8.83
2099,air quality sensor measurement,2024/06/01,22,marseille,"[5.37, 43.3]",CO,mg/m3,3.01
2100,air quality sensor measurement,2024/05/29,15,lille,"[3.06, 50.63]",O3,µg/m3,3.44
2101,air quality sensor measurement,2024/05/25,14,toulouse,"[1.44, 43.6]",CO,mg/m3,9.95
2102,air quality sensor measurement,2024/05/28,6,marseille,"[5.37, 43.3]",PM10,µg/m3,8.06
2103,air quality sensor measurement,2024/05/26,1,marseille,"[5.37, 43.3]",PM10,µg/m3,9.7
2104,air quality sensor measurement,2024/06/02,19,lille,"[3.06, 50.63]",CO,mg/m3,8.12
2105,air quality sensor measurement,2024/05/24,3,toulouse,"[1.44, 43.6]",CO,mg/m3,3.76
2106,air quality sensor measurement,2024/06/01,5,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,3.2
2107,air quality sensor measurement,2024/05/27,6,brest,"[4.49, 48.39]",NO2,µg/m3,0.65
2108,air quality sensor measurement,2024/05/31,0,marseille,"[5.37, 43.3]",O3,µg/m3,0.07
2109,air quality sensor measurement,2024/05/30,7,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,6.78
2110,air quality sensor measurement,2024/05/25,0,brest,"[4.49, 48.39]",CO,mg/m3,2.23
2111,air quality sensor measurement,2024/05/24,10,strasbourg,"[7.75, 48.57]",PM10,µg/m3,1.37
2112,air quality sensor measurement,2024/05/24,8,brest,"[4.49, 48.39]",NO2,µg/m3,9.92
2113,air quality sensor measurement,2024/05/27,11,lille,"[3.06, 50.63]",NO2,µg/m3,0.52
2114,air quality sensor measurement,2024/06/01,0,marseille,"[5.37, 43.3]",O3,µg/m3,8.84
2115,air quality sensor measurement,2024/06/02,19,lille,"[3.06, 50.63]",NO2,µg/m3,3.96
2116,air quality sensor measurement,2024/06/02,13,lille,"[3.06, 50.63]",O3,µg/m3,1.18
2117,air quality sensor measurement,2024/05/29,11,marseille,"[5.37, 43.3]",O3,µg/m3,5.6
2118,air quality sensor measurement,2024/05/30,7,strasbourg,"[7.75, 48.57]",PM10,µg/m3,0.46
2119,air quality sensor measurement,2024/05/29,22,marseille,"[5.37, 43.3]",PM2.5,µg/m3,5.29
2120,air quality sensor measurement,2024/06/02,13,brest,"[4.49, 48.39]",O3,µg/m3,3.69
2121,air quality sensor measurement,2024/05/24,10,strasbourg,"[7.75, 48.57]",CO,mg/m3,4.86
2122,air quality sensor measurement,2024/05/28,18,lille,"[3.06, 50.63]",PM10,µg/m3,8.12
2123,air quality sensor measurement,2024/05/29,21,marseille,"[5.37, 43.3]",CO,mg/m3,9.1
2124,air quality sensor measurement,2024/05/25,21,strasbourg,"[7.75, 48.57]",NO2,µg/m3,2.57
2125,air quality sensor measurement,2024/05/26,18,brest,"[4.49, 48.39]",PM10,µg/m3,3.46
2126,air quality sensor measurement,2024/06/01,20,marseille,"[5.37, 43.3]",CO,mg/m3,3.53
2127,air quality sensor measurement,2024/05/27,13,lille,"[3.06, 50.63]",CO,mg/m3,1.02
2128,air quality sensor measurement,2024/05/24,21,lille,"[3.06, 50.63]",CO,mg/m3,8.9
2129,air quality sensor measurement,2024/06/02,21,marseille,"[5.37, 43.3]",PM10,µg/m3,4.37
2130,air quality sensor measurement,2024/05/31,6,brest,"[4.49, 48.39]",NO2,µg/m3,2.42
2131,air quality sensor measurement,2024/05/28,5,brest,"[4.49, 48.39]",PM2.5,µg/m3,6.14
2132,air quality sensor measurement,2024/05/28,20,toulouse,"[1.44, 43.6]",NO2,µg/m3,2.69
2133,air quality sensor measurement,2024/05/28,6,brest,"[4.49, 48.39]",PM10,µg/m3,4.84
2134,air quality sensor measurement,2024/05/29,17,toulouse,"[1.44, 43.6]",CO,mg/m3,4.57
2135,air quality sensor measurement,2024/05/25,7,brest,"[4.49, 48.39]",PM10,µg/m3,4.63
2136,air quality sensor measurement,2024/05/25,16,brest,"[4.49, 48.39]",CO,mg/m3,1.49
2137,air quality sensor measurement,2024/05/25,20,brest,"[4.49, 48.39]",PM2.5,µg/m3,3.35
2138,air quality sensor measurement,2024/06/02,11,brest,"[4.49, 48.39]",PM10,µg/m3,4.07
2139,air quality sensor measurement,2024/05/27,23,toulouse,"[1.44, 43.6]",O3,µg/m3,5.2
2140,air quality sensor measurement,2024/05/25,11,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,0.76
2141,air quality sensor measurement,2024/05/27,4,brest,"[4.49, 48.39]",CO,mg/m3,7.41
2142,air quality sensor measurement,2024/05/29,23,strasbourg,"[7.75, 48.57]",PM10,µg/m3,5.3
2143,air quality sensor measurement,2024/05/24,15,brest,"[4.49, 48.39]",PM2.5,µg/m3,3.18
2144,air quality sensor measurement,2024/06/02,21,marseille,"[5.37, 43.3]",PM2.5,µg/m3,4.76
2145,air quality sensor measurement,2024/05/31,11,strasbourg,"[7.75, 48.57]",PM10,µg/m3,2.92
2146,air quality sensor measurement,2024/05/27,7,toulouse,"[1.44, 43.6]",O3,µg/m3,7.09
2147,air quality sensor measurement,2024/05/24,14,brest,"[4.49, 48.39]",CO,mg/m3,7.92
2148,air quality sensor measurement,2024/05/26,8,brest,"[4.49, 48.39]",PM2.5,µg/m3,3.36
2149,air quality sensor measurement,2024/05/29,7,strasbourg,"[7.75, 48.57]",NO2,µg/m3,5.91
2150,air quality sensor measurement,2024/05/24,21,marseille,"[5.37, 43.3]",PM2.5,µg/m3,7.46
2151,air quality sensor measurement,2024/05/24,7,brest,"[4.49, 48.39]",PM10,µg/m3,4.91
2152,air quality sensor measurement,2024/05/24,18,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,6.75
2153,air quality sensor measurement,2024/06/01,16,lille,"[3.06, 50.63]",CO,mg/m3,5.73
2154,air quality sensor measurement,2024/05/29,22,marseille,"[5.37, 43.3]",PM10,µg/m3,3.9
2155,air quality sensor measurement,2024/06/02,18,lille,"[3.06, 50.63]",O3,µg/m3,6.6
2156,air quality sensor measurement,2024/05/24,6,lille,"[3.06, 50.63]",PM10,µg/m3,3.81
2157,air quality sensor measurement,2024/05/25,17,brest,"[4.49, 48.39]",NO2,µg/m3,5.41
2158,air quality sensor measurement,2024/05/26,10,lille,"[3.06, 50.63]",CO,mg/m3,4.14
2159,air quality sensor measurement,2024/05/30,8,brest,"[4.49, 48.39]",CO,mg/m3,6.17
2160,air quality sensor measurement,2024/05/24,7,lille,"[3.06, 50.63]",PM10,µg/m3,6.55
2161,air quality sensor measurement,2024/05/26,0,strasbourg,"[7.75, 48.57]",PM10,µg/m3,6.98
2162,air quality sensor measurement,2024/05/28,21,lille,"[3.06, 50.63]",PM10,µg/m3,3.06
2163,air quality sensor measurement,2024/05/26,0,lille,"[3.06, 50.63]",PM2.5,µg/m3,7.35
2164,air quality sensor measurement,2024/06/01,21,brest,"[4.49, 48.39]",CO,mg/m3,7.47
2165,air quality sensor measurement,2024/05/24,20,toulouse,"[1.44, 43.6]",CO,mg/m3,7.91
2166,air quality sensor measurement,2024/05/27,11,marseille,"[5.37, 43.3]",PM10,µg/m3,2.0
2167,air quality sensor measurement,2024/05/25,9,marseille,"[5.37, 43.3]",PM10,µg/m3,6.38
2168,air quality sensor measurement,2024/05/26,11,marseille,"[5.37, 43.3]",O3,µg/m3,9.14
2169,air quality sensor measurement,2024/05/30,23,strasbourg,"[7.75, 48.57]",CO,mg/m3,5.99
2170,air quality sensor measurement,2024/05/26,15,brest,"[4.49, 48.39]",PM2.5,µg/m3,1.79
2171,air quality sensor measurement,2024/05/28,11,marseille,"[5.37, 43.3]",O3,µg/m3,6.4
2172,air quality sensor measurement,2024/05/25,12,lille,"[3.06, 50.63]",PM10,µg/m3,1.41
2173,air quality sensor measurement,2024/05/30,18,toulouse,"[1.44, 43.6]",O3,µg/m3,6.07
2174,air quality sensor measurement,2024/05/27,21,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,9.72
2175,air quality sensor measurement,2024/05/24,13,lille,"[3.06, 50.63]",PM2.5,µg/m3,7.04
2176,air quality sensor measurement,2024/05/30,1,marseille,"[5.37, 43.3]",PM2.5,µg/m3,7.58
2177,air quality sensor measurement,2024/06/02,9,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,4.87
2178,air quality sensor measurement,2024/05/30,15,marseille,"[5.37, 43.3]",O3,µg/m3,1.41
2179,air quality sensor measurement,2024/05/24,12,brest,"[4.49, 48.39]",CO,mg/m3,4.07
2180,air quality sensor measurement,2024/05/31,10,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,9.99
2181,air quality sensor measurement,2024/05/25,10,strasbourg,"[7.75, 48.57]",NO2,µg/m3,0.88
2182,air quality sensor measurement,2024/05/24,22,toulouse,"[1.44, 43.6]",O3,µg/m3,7.11
2183,air quality sensor measurement,2024/05/27,7,lille,"[3.06, 50.63]",NO2,µg/m3,9.05
2184,air quality sensor measurement,2024/05/31,2,lille,"[3.06, 50.63]",NO2,µg/m3,9.3
2185,air quality sensor measurement,2024/05/25,13,toulouse,"[1.44, 43.6]",CO,mg/m3,0.8
2186,air quality sensor measurement,2024/05/27,6,marseille,"[5.37, 43.3]",O3,µg/m3,0.87
2187,air quality sensor measurement,2024/06/01,8,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,6.49
2188,air quality sensor measurement,2024/05/30,16,strasbourg,"[7.75, 48.57]",CO,mg/m3,3.12
2189,air quality sensor measurement,2024/05/31,10,toulouse,"[1.44, 43.6]",O3,µg/m3,6.89
2190,air quality sensor measurement,2024/05/31,2,lille,"[3.06, 50.63]",O3,µg/m3,1.27
2191,air quality sensor measurement,2024/06/01,9,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,5.59
2192,air quality sensor measurement,2024/06/02,19,toulouse,"[1.44, 43.6]",NO2,µg/m3,8.74
2193,air quality sensor measurement,2024/05/30,19,marseille,"[5.37, 43.3]",PM10,µg/m3,2.42
2194,air quality sensor measurement,2024/05/27,12,toulouse,"[1.44, 43.6]",PM10,µg/m3,7.33
2195,air quality sensor measurement,2024/05/30,2,marseille,"[5.37, 43.3]",O3,µg/m3,0.02
2196,air quality sensor measurement,2024/05/28,10,lille,"[3.06, 50.63]",PM2.5,µg/m3,7.64
2197,air quality sensor measurement,2024/06/01,2,toulouse,"[1.44, 43.6]",CO,mg/m3,1.13
2198,air quality sensor measurement,2024/05/25,15,toulouse,"[1.44, 43.6]",CO,mg/m3,7.59
2199,air quality sensor measurement,2024/05/31,9,lille,"[3.06, 50.63]",PM10,µg/m3,8.73
2200,air quality sensor measurement,2024/05/27,7,marseille,"[5.37, 43.3]",NO2,µg/m3,8.96
2201,air quality sensor measurement,2024/05/31,1,lille,"[3.06, 50.63]",O3,µg/m3,2.29
2202,air quality sensor measurement,2024/06/01,22,toulouse,"[1.44, 43.6]",CO,mg/m3,0.27
2203,air quality sensor measurement,2024/05/27,14,strasbourg,"[7.75, 48.57]",NO2,µg/m3,5.92
2204,air quality sensor measurement,2024/05/29,16,strasbourg,"[7.75, 48.57]",CO,mg/m3,9.82
2205,air quality sensor measurement,2024/05/29,6,brest,"[4.49, 48.39]",NO2,µg/m3,4.51
2206,air quality sensor measurement,2024/05/28,16,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,4.01
2207,air quality sensor measurement,2024/06/01,21,toulouse,"[1.44, 43.6]",CO,mg/m3,5.98
2208,air quality sensor measurement,2024/05/28,11,toulouse,"[1.44, 43.6]",NO2,µg/m3,6.61
2209,air quality sensor measurement,2024/06/02,9,lille,"[3.06, 50.63]",PM2.5,µg/m3,5.93
2210,air quality sensor measurement,2024/05/26,5,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,5.92
2211,air quality sensor measurement,2024/05/25,22,toulouse,"[1.44, 43.6]",NO2,µg/m3,9.52
2212,air quality sensor measurement,2024/05/28,16,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.19
2213,air quality sensor measurement,2024/05/28,16,strasbourg,"[7.75, 48.57]",O3,µg/m3,4.15
2214,air quality sensor measurement,2024/05/25,10,strasbourg,"[7.75, 48.57]",O3,µg/m3,2.1
2215,air quality sensor measurement,2024/05/28,3,brest,"[4.49, 48.39]",O3,µg/m3,1.64
2216,air quality sensor measurement,2024/05/27,9,lille,"[3.06, 50.63]",NO2,µg/m3,0.44
2217,air quality sensor measurement,2024/05/29,19,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.67
2218,air quality sensor measurement,2024/06/02,15,strasbourg,"[7.75, 48.57]",NO2,µg/m3,6.79
2219,air quality sensor measurement,2024/05/27,9,toulouse,"[1.44, 43.6]",O3,µg/m3,5.0
2220,air quality sensor measurement,2024/05/25,11,toulouse,"[1.44, 43.6]",PM10,µg/m3,9.74
2221,air quality sensor measurement,2024/05/26,22,lille,"[3.06, 50.63]",NO2,µg/m3,2.01
2222,air quality sensor measurement,2024/05/29,15,brest,"[4.49, 48.39]",PM10,µg/m3,5.4
2223,air quality sensor measurement,2024/05/26,4,strasbourg,"[7.75, 48.57]",NO2,µg/m3,9.49
2224,air quality sensor measurement,2024/05/24,21,toulouse,"[1.44, 43.6]",O3,µg/m3,3.16
2225,air quality sensor measurement,2024/05/31,22,brest,"[4.49, 48.39]",PM10,µg/m3,4.24
2226,air quality sensor measurement,2024/05/30,3,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,9.51
2227,air quality sensor measurement,2024/05/25,15,lille,"[3.06, 50.63]",PM2.5,µg/m3,3.74
2228,air quality sensor measurement,2024/06/02,17,marseille,"[5.37, 43.3]",NO2,µg/m3,3.71
2229,air quality sensor measurement,2024/05/26,22,strasbourg,"[7.75, 48.57]",CO,mg/m3,1.01
2230,air quality sensor measurement,2024/05/31,23,brest,"[4.49, 48.39]",CO,mg/m3,9.11
2231,air quality sensor measurement,2024/05/27,3,brest,"[4.49, 48.39]",PM10,µg/m3,1.68
2232,air quality sensor measurement,2024/05/28,17,toulouse,"[1.44, 43.6]",PM10,µg/m3,0.57
2233,air quality sensor measurement,2024/06/02,23,lille,"[3.06, 50.63]",NO2,µg/m3,6.29
2234,air quality sensor measurement,2024/05/28,13,brest,"[4.49, 48.39]",PM2.5,µg/m3,0.72
2235,air quality sensor measurement,2024/05/27,11,brest,"[4.49, 48.39]",PM2.5,µg/m3,1.73
2236,air quality sensor measurement,2024/05/30,11,marseille,"[5.37, 43.3]",PM2.5,µg/m3,9.13
2237,air quality sensor measurement,2024/06/01,6,strasbourg,"[7.75, 48.57]",PM10,µg/m3,5.52
2238,air quality sensor measurement,2024/05/24,14,brest,"[4.49, 48.39]",O3,µg/m3,4.71
2239,air quality sensor measurement,2024/05/26,21,marseille,"[5.37, 43.3]",PM10,µg/m3,5.06
2240,air quality sensor measurement,2024/06/01,2,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,4.9
2241,air quality sensor measurement,2024/05/28,14,lille,"[3.06, 50.63]",PM2.5,µg/m3,2.96
2242,air quality sensor measurement,2024/06/02,10,marseille,"[5.37, 43.3]",NO2,µg/m3,0.19
2243,air quality sensor measurement,2024/06/02,17,strasbourg,"[7.75, 48.57]",CO,mg/m3,6.73
